ID,TITLE,LOCATION,SALARY,SUMMARY,LINK
926,Fullstack Engineer (Python/React),"San Francisco, CA",,"Excited by complex problems and wanting to grow.
 Collaborate with a small team on critical product decisions.",https://www.indeed.com/viewjob?jk=cd13bca9fed7c4b9
927,"Program Manager II, Analytics","Redmond, WA",,"In this role, you will undertake investigations, build models, and proactively surface insights to help the Flipgrid organization make better decisions and…",https://www.indeed.com/viewjob?jk=73e3dca308cd6a7f
928,Senior Systems Designer,"Bellevue, WA 98004 (Downtown area)",,Collaborate with an interdisciplinary team to create a wide variety of pursuit and reward based systems that complement Destiny activity content.,https://www.indeed.com/viewjob?jk=aafc3deac1c5f797
929,GIS / Python Developer – Mid Level,"Memphis, TN 38101 (Downtown area)","$60,000 - $78,000 a year",Works independently or under only general direction on complex problems which require competence in all phases of programming concepts and practices.,https://www.indeed.com/viewjob?jk=1b300b348317530d
930,"Software Engineer II (Platform)

new","Seattle, WA 98101 (Downtown area)",,"Using a blend of cloud-based technologies, specialized support from Accolade Health Assistants® and Clinicians, and integrated data and programs across mobile,…",https://www.indeed.com/viewjob?jk=2e7a2a847f3fe107
931,Front End Engineer,"San Francisco, CA",,"You will work closely with our Data Engineers, Data Scientists, Automation Engineers, and bench Research Scientists.
 Experience integrating with REST APIs.",https://www.indeed.com/viewjob?jk=3624c9fa327ec08b
932,Backend Engineer (Remote),"San Francisco, CA (Chinatown area)",,"You’ll be tackling some of the most challenging technical problems in the transportation marketplace space, specifically around scalability, availability,…",https://www.indeed.com/viewjob?jk=fbf2073743451991
933,Java / Python Tutors,"New York, NY 10001 (Clinton area)",,We are looking for Java / Python Programming Tutors to teach part-time some evening (7pm-9:30pm) or/and weekend (10am-4pm) classes or/and afternoon.,https://www.indeed.com/viewjob?jk=6dd414e5bf2653aa
934,"Director of Data Science and Analytics

new","Mountain View, CA",,"You will use data to drive insight into the product and business with a focus on new user growth, retention and quality.
 Experience analyzing A/B tests.",https://www.indeed.com/viewjob?jk=d2190c31e59666c0
935,"BaSE Systems Administration Specialist

new","Atlanta, GA 30340",,The BaSE Operational Technology Security group is responsible for maintaining and protecting the computer systems and software that drive the automated material…,https://www.indeed.com/viewjob?jk=891beb03eeab9398
936,Python/Go Developer,"San Francisco Bay Area, CA","Up to $180,000 a year","Writing scalable, robust, testable, and easily maintainable code.
 Good exposure in LINUX, Python, Ruby, MySQL.
 Strong knowledge of Go programming language, C++.",https://www.indeed.com/viewjob?jk=cde874db5ff167c7
937,Senior Python Developer,"Chicago, IL","$100,000 - $115,000 a year","We offer a competitive total compensation package and comprehensive benefits,.
 Paid time off (\*) in addition to holidays.
 Knowledge of SQL is preferred.",https://www.indeed.com/viewjob?jk=2a4fec014bded199
938,"Italian Localization Specialist

new","Princeton, NJ",,"As part of our global Localization team you will be responsible for providing high quality Italian translations such as software localization, marketing…",https://www.indeed.com/viewjob?jk=adf184741ce9c963
939,"Software Programmer

new","Provo, UT 84604 (Carterville area)","$50,000 - $65,000 a year","Collaborate with business owners and developers to produce software designs.
 Formulate program specifications and basic prototypes.",https://www.indeed.com/viewjob?jk=5ffe3a382100eb37
940,Principal Engineer,"Seattle, WA 98119 (Queen Anne area)",,This person must be comfortable translating vague problems into pragmatic solutions that open up the boundaries of technical possibilities and inspire others to…,https://www.indeed.com/viewjob?jk=cd1ca616e2c6c325
941,Senior Marketing Analyst,"Seattle, WA 98121 (Belltown area)",,"Own and lead analyses using data, insights, measurement, and data science to influence and support performance marketing strategy and align with overall…",https://www.indeed.com/viewjob?jk=9f2eef31fbe6b29e
942,"Bioinformatics Analyst

new","New York, NY",,The successful candidate will be responsible for first tier genomics data analysis generated in ABL and supporting innovative cutting-edge research conducted by…,https://www.indeed.com/viewjob?jk=be3162fa5c1a8f51
943,Digital Analytics Engineer,"Seattle, WA 98109 (South Lake Union area)",,"The ideal candidate will be customer focused with empathy, have a passion to effectively problem solving, showcase strong software development skills and…",https://www.indeed.com/viewjob?jk=2c550d22e15a7640
944,"Linux Automation Engineer

new","New York, NY",,"Experience with writing scripts - python, perl, bash, etc.
 Support business and technical Linux projects to improve the computing and network infrastructure.",https://www.indeed.com/viewjob?jk=cdd9752282da0697
945,Jr. IT Administrator,"Logan, UT 84321 (Ellis area)","$40,000 - $45,000 a year","Knowledge of scripting in bash, perl, or python are preferable.
 This is a part time position with a schedule for performing various tasks within our IT…",https://www.indeed.com/viewjob?jk=7f4b348f8ad00751
946,BI DEVELOPER - DENVER BASED,"Denver, CO 80231","$80,000 - $90,000 a year","YSG & RefiJet provides a comprehensive, full-service process that assists consumers in identifying and obtaining the best refinance loan for which they qualify.",https://www.indeed.com/viewjob?jk=a74986263b727592
947,Software Test Engineer,"Lynnwood, WA",,"You will be working on high voltage protective equipment located on distribution level of the Electrical Power System.
 Programming languages: Python, C, C++.",https://www.indeed.com/viewjob?jk=190fddb3f4b87f30
948,"AI/ML - Data Scientist (Machine Learning & Natural Language)...

new","Seattle, WA",,"Play a part in the ongoing revolution in human-computer interaction.
 Expertise in natural language processing and machine learning, such as classification,…",https://www.indeed.com/viewjob?jk=45e3a868621913a2
949,"Manager, Pricing - Remote","Bellevue, WA",,"Position Type: Full-Time, Exempt.
 As the Manager, Pricing you will be responsible for running pricing operations, and collaborating with product, technology,…",https://www.indeed.com/viewjob?jk=137cf619f40302b6
950,"Animation Supervisor

new",California,,"The Animation Supervisor is responsible for all animated sequences that fall under their department.
 This person establishes the working methods of their team,…",https://www.indeed.com/viewjob?jk=be64b13e1bb02a7d
951,Data Collection Analyst,"Boston, MA",,"Configure our in-house advanced data collection tools.
 Troubleshoot and monitor data collection.
 A good working understanding of website architecture and data…",https://www.indeed.com/viewjob?jk=acf1e9bae91edcb0
952,"Analyst, Customer Segmentation & Analytics, Peacock","Universal City, CA",,"Creative problem-solvers who just so happen to be the reigning champs at Parks & Rec trivia night.
 Query and analyze complex data sets to develop actionable…",https://www.indeed.com/viewjob?jk=72c6e8d0ed656463
953,"Deep Learning Software Intern

new","Hillsboro, OR 97124",,"You'll design, develop and test in python, bash, and C++, to create software that is open sourced and distributed as python packages and docker containers.",https://www.indeed.com/viewjob?jk=c2376655afbddca1
954,"Test Engineering Lead

new","Burlington, WA 98233",,"LAVLE is seeking a full-time Test Engineering Lead reporting to the Chief Technology Officer.
 Working in a cross functional engineering team environment, this…",https://www.indeed.com/viewjob?jk=d54d6601a6008d7b
955,"Azure Cloud Engineer

new","Mountain View, CA",$60 - $70 an hour,"Duration : 6+ months of contract *.
 Planning, designing, developing, and documenting cloud-based strategies.
 Educating teams on the implementation of new cloud…",https://www.indeed.com/viewjob?jk=54504c301fc49720
956,Ecological Scientist,"Bellevue, WA 98007 (Eastgate area)",,"Accomplished in R and/or python [or equivalent], proficient in git [or equivalent].
 You will have the opportunity to develop continuously through formal and…",https://www.indeed.com/viewjob?jk=edeb8aa920982ec7
957,Python Engineer I/II - Collections,New York State,,"For this role, we specifically want software engineers who are interested in bridging the gap between building modular, efficient systems (primarily within…",https://www.indeed.com/viewjob?jk=7b01dbd6e16c565f
958,Product Analyst,Remote,,"Calculate the efficiency of updates, offers and in-game events.
 Develop new approaches to collecting data and controlling the integrity of already-available…",https://www.indeed.com/viewjob?jk=04f896b9be09f77a
959,Consulting Professors,Remote,,"You will provide the academic expertise, teaching experience, and passion for giving students the resources and freedom to achieve their dreams.",https://www.indeed.com/viewjob?jk=edb0eb6a7ba31772
960,Python Software Engineer,"Cambridge, MA",,"Our applications provide cutting-edge, algorithmic-based simulation, situational awareness, and mission planning capabilities to a wide variety of DoD customers…",https://www.indeed.com/viewjob?jk=22984bf54042ff91
961,Software Associate Engineer I,"Oak Brook, IL",,"In 2017, Ace ranked ""Highest in Customer Satisfaction with Home Improvement Retail Stores, Eleven Years in a Row,"" according to J.D.",https://www.indeed.com/viewjob?jk=99222ebfe5001d12
962,"Sr. AWS DevOps Engineer

new","San Ramon, CA",From $70 an hour,"This is W2 Position No Vendor please.
 IMPORTANT - MUST BE AWS DEVOPS Experienced.
 Hands on - Cloudformation, Python, YAML experience *.",https://www.indeed.com/viewjob?jk=437b82927c298534
963,"Applied Scientist

new","Seattle, WA",,"MS in Computer Science, Machine Learning, Operational Research, Statistics or a related quantitative field.
 Proficiency in model development, model validation…",https://www.indeed.com/viewjob?jk=117d3d48de53fc2d
964,"Senior Engineer

new","Redmond, WA 98052",,The Senior Engineer is responsible for the operations and feature content of next generation wireless services presented through showcases and virtual tours.,https://www.indeed.com/viewjob?jk=c42aa8767d7cd6d8
